Component,G_lavaan,S1_lavaan,S2_lavaan,S3_lavaan,nihtbx_cardsort_uncorrected,nihtbx_flanker_uncorrected,nihtbx_list_uncorrected,nihtbx_pattern_uncorrected,nihtbx_picture_uncorrected,nihtbx_picvocab_uncorrected,nihtbx_reading_uncorrected,pea_ravlt_sd_tc,pea_ravlt_ld_tc,pea_wiscv_trs,lmt_scr_num_correct
21,1.23103233676435,0.327503707481842,0.107280022000232,0.0754067923262126,-0.828543603092446,0.81945110028696,1.31140998755482,1.86540856354688,0.440356359217443,1.82223869684327,1.2061237857924,1.89495195168253,-0.327184718386211,-1.11428554527103,0.860643078967095
22,-1.66369731650496,2.48534252248526,-1.61498103447107,0.247660206446136,-0.835091038494115,-1.39165268613246,-2.55578595449754,-2.69424383131932,-1.30581205621014,-0.498775987220399,1.51443947597637,-0.785490980875284,-0.327790415113175,-0.489983346527435,-0.311635422627385
23,1.45237282523127,1.26774607758827,-1.41841241314525,-1.31444249594565,0.168733559693063,-0.95168926353247,0.799186812887358,-1.51354947907839,-0.803342942977848,0.69356698467855,1.57720421551478,-0.0335125000745584,-0.911994175364904,1.87535033868731,1.94819424778824
24,0.565220291178727,-2.24345817609136,-0.969975888570764,-0.798085059624584,-1.77056030961583,1.0235800462151,0.273365867483208,-0.418061722777503,-0.0840157284843369,1.49019992977421,-2.05929429553906,-0.402741120478752,-0.425376675329128,1.76169480503038,2.14368849701819
25,1.6595336997838,0.489403992183232,2.02629824741952,0.215802607786375,2.27536533260038,2.56307849217754,-0.225458804031716,1.314536592375,1.25470458697739,0.894468090840011,1.20670078271135,1.51229707162936,0.974222074020551,0.430417364522082,1.11564169059459
26,-3.77307190235214,-0.741213233366061,3.16002155412343,-2.43389341089653,-0.801280115939894,0.19913845431266,-3.69726003671679,2.09593452127619,-1.12217487773739,-1.82351189426592,-2.12062344691002,-2.45470315294015,-3.3296854201965,-2.75211617261982,-1.70266745319851
27,-2.19906482047223,1.69665368488369,-0.999341993790321,-2.00819075864381,-1.78275117759097,-1.30539035716905,-0.439675951232938,-0.959903128282847,-2.04032217383901,-0.386874729724334,0.513376153801248,-2.31578574395792,-1.7701305472707,-0.799959519135724,-0.830543113814102
28,-6.52697285431301,1.51869958898499,-2.93273249425567,-1.78527663663683,-3.5489549334712,-4.51011702802415,-3.41253958166301,-3.97052046615607,-2.83521541128582,-3.19566888964586,-1.64109322269715,-4.96105628968641,-3.41250708636368,-5.21656593875381,-3.17027319745523
29,2.37869576992854,0.336151196363924,1.96522399473778,1.21314455935999,1.00202369723922,3.22536868229391,1.08452770637942,1.71908852905613,0.891799964255806,1.72407974222054,1.79378337586747,1.91946787571038,1.35706098934875,0.206183197912575,1.59353507132212
30,-2.12703269716887,-2.51849959372179,2.38695040135884,-1.29167179755427,1.07678603479631,0.405534965845255,-2.89613914322743,0.380853117433613,-0.531779519957469,-3.00468650115451,-3.43711846864758,-2.03711448760238,-1.63822840018883,1.41782446465817,0.295855438734182
31,0.810902633973669,0.861441114201284,-0.0629518698686569,1.5628870089575,0.0924358326302674,0.410992889076839,2.21232202611514,0.327749924797729,-0.551044040790852,0.849241334577895,1.33660074368715,1.51580931290103,1.40030070416946,-1.22093286681841,0.0379400945767459
32,0.117273758037713,-0.951787022863002,0.410903772731506,1.0664638476689,0.0287939075296078,0.538333010529498,-0.850373535997123,0.320074776136915,0.615750123839054,-0.240100511028272,-1.04031774972181,-0.0258609979480851,0.631433834271834,0.0946782748657742,1.46343407638931
33,-4.46816694041697,-0.0479736593121819,-0.0441594663917095,2.65375270300587,-1.97262207950839,-2.47620597250053,-3.11830818851102,-0.86983798626812,-1.84525937416999,-3.27200917568542,-2.23050561035033,-0.720640828323351,0.19050249035117,-5.09849222308776,-3.22629942999684
34,-0.102896663553489,0.660446096465618,-1.98350905863769,1.16177337989179,-1.85530589015095,0.0279884958379126,0.0728093995380847,-1.78248741522891,-1.18697780341315,0.428328954439053,0.705353736436604,1.1931869211515,0.875251126089458,0.677711722809541,-1.97202578542232
35,-2.91225504221426,-3.83176892475594,0.861060228489359,2.56705541988991,-1.16137522807553,-1.66977043013315,-2.55916668722449,-0.00561075183217852,0.542214705566876,-5.03311600989088,-5.12682122473166,0.106799738016736,1.1262044664818,-2.50230891083918,0.277083950782986
36,3.18695314087309,0.829026265300521,-0.0997319007370868,-0.414971855773618,1.98034812099455,1.3056053060733,3.4827247331205,-0.00427097059559271,0.0560283490752046,2.47047335672363,2.54165773357773,1.20626687633909,1.34470191802269,2.64396348801871,0.267875220029065
37,-1.63053881317623,0.24044768864011,2.17050485632685,0.524758526472715,-0.0898490556881096,0.0483290211368003,-2.53045780169481,1.04009350210257,-2.18331836493526,-1.67626101626035,-0.543973489121223,-0.282849557344175,-0.817544266402862,-2.56075765203582,-0.769195530330161
38,1.39590887593545,-1.3258589358586,1.95562451425379,1.14942144913339,1.08946858881685,0.670825369410081,0.668127101651318,1.68042345533877,0.766155889006468,-0.497470202076008,-0.956112110276377,2.0039101270925,1.3386177838033,-0.977075910511224,0.531243085296083
39,2.02446352727173,4.18325094372553,-2.42193642766322,-0.371868011205894,-1.605193784866,0.769539252301211,1.56309423145558,-2.46041466144607,-1.60009162541607,3.56168995788957,4.87576363308667,0.6701498109238,0.44910473052217,1.47598357840917,0.790580266638029
40,-0.51065761919739,-2.05403059378016,0.73429443491437,0.637671641967759,0.537104911757968,-0.120252159403856,-1.15896076568298,0.909076102656243,1.62904293321718,-1.93661030382938,-1.68201556658119,0.532829280187507,0.146062120898035,1.78980220853977,-0.0972117917216882
41,0.122999536192961,2.40719002018334,0.181788116953991,0.0289611740488607,0.771798910570192,-1.55422402307838,0.558887813455121,1.28724592252597,-1.01687790194476,-0.61434096978676,1.78068962026014,0.391294012480617,0.137257769040823,-0.731587360292861,-0.5828135201112
42,1.27459775969472,0.423550737924299,-1.11131879134178,0.0380087768774468,0.107536996885565,0.15123273764419,1.09560164231859,-0.428657106263415,-0.440923046006995,2.84496173673321,1.15575085060052,0.879650863517537,0.697120225337572,1.71362440964063,-0.847228090698295
43,-0.168962365100567,-1.54290293340794,-0.944291511202282,0.465088445209861,-0.705096823822995,-0.156933429696598,-0.720438742347481,-2.03370034324971,-0.214161863532588,-0.428930972788514,-1.71328801284653,0.243949041555747,0.291181706205339,0.234246265844085,-0.0812012697037589
44,-0.998150970989775,-1.03992684681729,0.128628002962883,-3.54554035028665,-0.238169233082912,-0.697155918234259,-0.9409185200279,1.54097350759595,-0.47346979901017,0.472693652710144,-1.43307294465313,-2.59148933702987,-2.93257342738135,2.12399031544761,0.705846576482985
45,0.564239198212227,-1.92879268800575,-0.446253736039511,1.24606187122314,0.102451034660785,0.578721768763167,1.13007030426933,-1.26386035702032,0.665563566918243,-2.65616673539365,-1.42086133628702,0.291180874989563,1.82311501086971,1.08415757436473,0.991837765644608
46,-2.66880547533299,1.31707349897866,-1.30586700839742,1.59482472594192,-2.28647458747154,-1.87848832116722,-2.97100685184141,-2.05219357580152,-1.37447939148977,-2.26176851365726,-0.247910458185939,0.158964434875826,0.0825218378530309,-1.51017282838291,-2.25055839096414
47,0.671406934055662,0.150813388790434,-1.4627331844724,-1.76979615636213,-1.67904862936287,1.56415179833666,-0.334751393227118,-0.882595464550774,0.902981596751065,1.14257588663035,0.443594295963874,-1.20456313656769,-0.782371923264081,3.05597916595855,2.23828886625767
48,-2.86201721425063,-4.16589927340894,0.686144586203852,0.511758846427572,-2.01141756746412,-0.0464794086219901,-1.64624598074734,0.780554392564662,1.87356841220417,-4.31561523839044,-4.96997659441282,-1.54912264942693,-0.573952861085292,-1.12212102516441,-1.85717839922936
49,0.648696460838316,1.96843396318184,-0.517265832658786,0.0350097182487042,-0.0305582928078061,0.193510701309706,0.539023983061529,0.0240581392328495,-0.532183175813004,-0.946195948001584,2.32086192349386,-0.0354766657514387,0.53954835583593,0.136846629015848,0.971247256355317
50,-2.3862331570905,-2.86417461855683,-1.28622087958561,0.020428620303384,-2.67690380060281,-2.76790007789112,-1.02087172713364,-1.06471686339472,-1.45684426412829,-0.26131806537977,-4.02607792847189,-1.61925056661946,-1.15447757413508,-0.748592085297391,-1.9628242687079
51,0.0703534036195619,0.439278857659836,0.947574624033757,-0.895106191697951,0.748917709875966,0.670569320103636,0.183239735247457,0.327469120075199,0.653228824807601,-2.14862890363464,0.677897157724914,0.85549549016858,-1.61093677071561,-0.591130404893503,0.303871063962452
52,-0.807070684883201,-1.50998244242982,-0.217224798456752,0.710048074552415,0.256426967713552,-0.705248468881308,-0.134905906153804,-0.712583038657087,0.812833801298287,-0.657662402635581,-1.25772343633449,0.705466345174766,0.147083842484327,-1.52306031410617,-0.144254180904318
53,2.80504338301714,1.15520872656723,1.80564955708012,0.937162484143599,1.7956881271386,3.04638666192864,1.41799699830869,2.03026547707077,1.597628837265,-0.408321253233637,2.13672871845353,2.78929745358236,1.66518278585143,2.65962017568527,0.0549206512559558
54,-0.183195975637994,-0.0160694307325579,1.25843200944244,0.0760436926528743,1.22190863748603,1.43329223264574,-0.78412151327197,1.12259459884044,0.751761017451227,1.26324941890265,-0.0351118225448696,0.132778097019458,0.253833571590971,-0.054777032647496,-1.44286030294778
55,-4.34331951520763,-2.25006190901793,-1.66367634665743,-2.1727728851463,-3.23947770742957,-1.13644732930252,-2.30589119359312,-2.32404732210317,-0.470146888231372,-1.78852791159818,-3.35537495687898,-3.68842615837315,-2.64094921720578,-1.28530724782391,-1.37083617911437
56,-0.690924832308121,0.954707525130454,-1.17157761318918,-0.754410842132978,-0.836837932021235,-1.50101694490192,0.254865938277901,-2.01819164476359,-2.54574973308528,0.0215819492201476,0.443890310451449,-0.683725712778121,-0.447833402785988,0.241308855610509,0.268757240518486
57,1.90334290857461,-0.50528345523936,0.71118410053608,0.17712625470343,0.0956433127843964,1.3007901942383,1.18521308775178,0.925075101016621,-0.898401052626999,1.04191348277844,0.26341363591291,0.0356275544591986,1.4606112741829,3.01501590548294,-0.0420466109937058
58,-2.22891740548867,-1.93805595418836,0.128232854821449,0.493934685012177,-1.29845133258528,0.208314235255351,-4.05825387043744,-1.02083605417972,-2.99329235925381,-0.230409672115139,-2.78313400646273,-1.15879352566703,-0.348987249778261,-0.927439177249672,1.01948862757105
59,-1.81339281383518,-2.67034795713239,0.400103860712422,0.651833466344215,-0.487493216411778,-1.32636534546461,-1.97239506951424,0.0261125842897751,1.1859716509728,-3.08696558630045,-3.14210909801283,-0.310935225735105,-0.0597032560993541,-1.73692023039903,0.907750908761874
60,0.372203447976987,1.38480921716625,-0.486985573917184,-0.204371034369532,-0.0314187858161128,-0.40453272488951,-0.350096465576156,-0.641762675391732,-0.511441843712885,-0.112892289517364,1.21375078337727,1.25606179790392,-0.670191536059045,1.03518614430002,-1.67673705192018
61,3.44300955242139,1.7927506056535,0.616929782710515,-0.259782905341207,2.30851040134722,1.01452710037556,3.16676254355302,1.28961913799893,1.59031458335181,2.19273006317498,3.10500236655856,1.5959942638914,0.634237487763807,2.2249622197163,-0.357336409302918
62,-3.94380566583865,-1.9080574750019,0.872321641635802,0.640038363475439,-1.08581301342306,-0.760156718762263,-3.6838049522548,-1.54853582848389,-2.21482841020491,-2.59957678184116,-3.87444636587455,-2.18262236034681,-1.25572885621161,-2.46654525981864,-2.04379461549868
63,1.7437078535029,0.0834786429548628,-0.156922648504825,-0.917293017116849,0.818490550004055,-0.20748793664211,1.40643421882276,0.42439507383643,1.79092212007118,-0.100186613541051,0.786887957326355,0.479202507085148,-0.235154012128432,3.02785460490694,0.491402219190795
64,-1.49510157154431,0.193098061271476,-0.107379762817455,-0.578784630851403,-1.46263804632305,0.694457873531047,0.279054065412291,-0.0983356219375497,0.418553314581209,-2.30628257913127,-0.382331097756893,-1.25848491678025,-0.924889192363588,-1.36424027893944,-0.814361212334896
65,-4.1663883801148,-0.142653566184355,-2.4526682369065,0.536175127049007,-2.8846461475477,-1.86338596844339,-2.55894707246789,-2.41627863603318,-2.16606442165831,-0.412122592528703,-2.24496844570408,-0.84523584107266,-0.70782286754714,-1.45326313776006,-6.06632216189774
66,1.69677240990091,-2.42408818349116,1.17087052407182,-0.549365197411764,1.38571779262102,-0.0939885861536118,0.829029470121963,2.12387795372847,1.15818612010283,2.24716440627124,-1.25114849749648,0.680139527909258,0.0444657518680237,1.18493262327516,1.12308003959057
67,-0.0675535286395098,1.34784605922729,-1.79296650228528,-1.92014416523476,-1.35995242004098,0.431140574905506,0.203841992633713,-3.27679671417288,-1.30218472547343,1.5447226767654,1.15767000863114,-1.45057451555202,-1.29099516314947,0.416832002789356,-0.379636175003106
68,4.96184953757264,1.86448491930294,1.25309196978366,-0.764581465412582,3.70984227016366,2.47518462183436,2.68154138804891,1.35783388276329,1.89049362823605,4.35794542673036,3.85842250840778,1.66495313152481,1.51092589482556,4.00580049439154,1.60738940130763
69,1.69829670893071,4.06565901612688,-1.17621994715619,-2.27872025907512,-0.05603390545912,0.592114279510514,0.573174024935807,-0.928126428075775,0.781789419851405,1.89229023225957,4.30721407595958,0.0583578694229377,-0.846150785471089,1.54063203765384,2.75631118638391
70,2.69118938310015,-0.228816091055668,-0.579591521677506,0.135581204688224,1.52417146123733,0.75088592038355,1.4670097672437,-0.0187110919757138,2.84536701722005,1.23948083254693,1.60715980659044,1.87223513657416,0.717907499574471,0.947975707170402,3.57656192801133
71,-3.38803397838741,-0.942861090302332,-0.119246874040098,0.505449946449486,-1.8078956581142,-0.569007256222419,-3.19886526761626,-1.49489807383036,-0.431567710420737,-4.34419834830945,-2.80204631457477,-1.54148090872953,-1.477771755066,-2.14072214580443,-2.21997502545739
72,-0.770674398457679,0.296245475802985,0.151254249453332,1.89698875940373,-0.160047319626524,-0.828721095028743,-0.580565427983474,0.310087236279322,0.310117913568796,-1.05371764283417,-0.0600778957580413,-0.0174043583049863,1.34986026087699,-2.74202744385038,-1.03673330524547
73,-1.04397805547267,-0.501594278421187,-0.391633235269428,0.848703744268824,-0.449613424840155,0.554581910543304,-0.904272893714839,-1.71413817018644,-0.24829690024241,-1.63279328006949,-1.12108734724685,-0.498677428705552,0.0346675261774307,-0.47173667403927,-0.478037455501089
74,1.83375395673823,2.51384902629818,-0.914831241902533,-0.0235713040720778,0.105406801832488,-0.0871563747321674,0.850990527455359,-0.0673767698213584,-0.683629576253601,3.95991923172538,3.49664664852713,0.798584680414146,0.652487683041047,2.04242608732757,-0.672438420431677
75,2.55402114091982,0.997729430612275,3.16283610360236,-1.3657409531162,3.36308146761615,2.39810444169433,1.671347017178,2.26492731754225,1.47278525241717,-0.0373643430311523,2.3276320182062,-0.116995240266104,0.255695970464729,1.75710251680223,1.02265175237207
76,-0.0976905545713463,1.87779699874184,-2.7371968807855,-0.970888009187004,-2.53309477862511,-0.411515307836249,-1.5499848431727,-3.03946922348558,0.237768384119089,2.20835923966141,1.25084679526003,-1.54985326350534,-0.371627336340982,1.70026140692564,-0.692657429673473
77,0.0316226743870917,-2.12689324152287,-0.825073295893436,1.30924511677073,-0.755309148906654,0.658677202601855,1.17168420574523,-0.965201224316891,-0.002842688114063,-0.375390717315232,-1.69324434864569,1.36971520820146,0.838167512384127,-0.207185142869176,-1.36507613733574
78,-2.31712942022573,-2.19681312744426,1.32932824852874,1.14895659075166,0.772405777625943,0.531586080292108,-0.789411410602607,-0.808000817091231,-1.85061348891076,-1.7579588359521,-2.80901661568269,-0.769742403078746,0.417356861935432,-1.19284691843398,-1.93150327622854
79,-1.14095557888331,-0.768332981133206,-0.179615765311505,1.35160733671292,-0.0896387878148477,-1.54775911093392,-0.673016121788002,0.441968769001195,-1.33755554504833,0.823611257152816,-1.18828677919928,0.97546604608171,0.974777151474622,-0.30356949230564,-1.78540523529673
80,3.79441657923934,0.351387525298558,-0.254210164506363,-0.0222797258247931,0.840557935379244,1.96728969338389,2.83838048910976,1.5297074124681,2.4620008577344,3.91492492626806,2.69828733457315,1.6577920944204,1.72720851781026,3.25722404830693,0.839465503466687
81,1.1729854868699,-1.59864064098792,0.90986858346923,-0.152971927351709,0.0941471215324255,0.630771425955632,1.60804323519018,1.25266825068132,0.30446419183398,0.356543130702854,-0.57283870609318,-0.362662477429848,0.554938747649391,0.919994311795918,0.6740675490255
82,-2.19268306866091,-2.87642698200697,-0.413213710022814,1.59366968554351,-1.42727902840134,-1.62114739337978,-1.06507152635613,-0.267617444655826,-1.52549633618457,-1.15333907603,-3.5684661346451,-0.0987470581285611,0.446563074641139,-1.64794456623567,-0.939570956908986
83,1.02073072939478,0.68636805632887,1.68440612311486,-0.720828373028779,1.53327235941128,0.843218686598857,1.23987276757285,1.90211845390136,0.711020935404231,0.52421558374388,0.755062657544336,-0.263937711224949,0.104529152030001,0.504191236611479,-1.09928137029858
84,-2.88083534918973,0.0741294562641267,-0.356427752193991,-1.25155733998163,-1.36136555938781,0.381108328215225,-2.04806362560397,-2.44576669503089,-0.768011327687107,-1.53797238258092,-1.37162563672328,-2.43013251002738,-2.28322276442731,-1.07792941559381,-1.91888130037005
85,0.298314564912143,0.531504192077483,0.730831106625441,0.761056215361055,0.734244802906086,-0.12191299832647,0.0901712447658301,0.569605071750235,1.08002495796448,-0.993661590391448,0.667847714955727,0.718546098280267,0.511132764498355,-1.21452837996083,0.862570372356417
86,2.61315001491937,-0.481941759116939,0.551002481147804,-0.0631578173054318,1.02590884500321,2.3071973275177,1.01638162248557,0.769730314826185,1.62966959780954,2.67385216183397,0.706718298329745,0.701650743689388,1.08248120809821,2.13323899071356,1.28579856695639
87,1.09125588909021,-2.61400567802774,0.539015908958514,1.03265272365747,0.819427782841491,1.30496037738706,1.73973827094882,0.27660952338422,1.39429843231579,-0.344932834493557,-1.23029099977841,0.8652427530439,1.62524502617996,1.00838404596107,2.15328466767289
88,-1.22928253170196,-0.451257969748632,-0.511025527768002,-0.677630711792287,-1.12812683218365,-0.775942531663266,-1.96953560541914,-0.935168241891665,-2.10035741055155,-0.317026862065465,-0.93174450961916,-1.22582820663793,-1.33144685744195,0.366595747163139,-0.2055181501952
89,-0.57828010155577,-0.595396727799096,-0.132685111747727,1.1201710327962,-0.746735841876501,-1.73263000300225,-1.46068441617029,1.4997536435143,-2.05369054791375,1.50542785032513,-1.2349715412532,0.738315013004652,1.24240092901588,1.0630398428164,-0.997018535927712
90,-0.0232831943350635,-0.396346614282405,1.87340436256954,0.0993318460924533,1.06237465564165,0.979332369355587,-0.299819788287697,1.48821683787223,0.424859950187568,-0.672293966239033,-0.439149521180393,-0.738941717701244,0.824781365079932,0.289606131703465,1.17342834890141
91,-2.25569150888529,2.50249772911357,0.492816337839744,-1.67143461186778,0.420342895853945,0.675862518386253,-1.87750566135239,-0.883553379872313,-3.55538694984081,-0.506324931409576,1.44134351485546,-2.04011735368145,-1.93654511211098,0.0223642437316795,-0.712260516993156
92,-1.79842661957368,-0.423328080193419,-1.63368668274769,-3.3551976947369,-2.54955849152419,-0.820472070789795,0.117499124566504,-1.6602468669202,-2.48121530332227,1.25097487897771,-1.19359506189701,-3.86674139645467,-3.4265585424431,-0.185406316710073,-1.36406049316661
93,-0.248667464390213,1.27778971978931,-1.99860333192637,-1.24966457837106,-1.206833793691,0.491269467567987,-0.221926986320963,-2.58442816907783,0.138022930222279,-0.602139646511432,0.648244990604678,-1.2707424250695,-1.43389553395633,1.73617647397229,0.27787579431173
94,-1.95912391393707,0.551572262341059,-0.491722923125417,-2.67415177408914,-1.56160415197663,-0.171603605870298,-1.85213207451672,-1.15599361395755,-2.18464309318963,-0.370933189989569,-0.129546164612955,-2.85066954639638,-3.33403276279248,-0.216485038443853,-0.387930526891949
95,-0.327100409973937,-1.46685338489106,1.34320822817876,-1.24984303548672,0.39069287095694,-0.217292502915444,0.89725579134565,1.239931822101,-0.121492101080358,0.0305193120831615,-1.08010385363977,-0.559336949105044,-0.808375207000835,-1.28924099110783,0.624797294727948
96,-2.02824618742646,0.0164207405226052,0.30367465872896,0.829579054696521,-0.811950360790614,-0.481343542046438,0.0136581506985302,-0.382651894040301,-1.94188908544402,0.0324673400086543,-0.513875650306131,-0.590985028770178,0.300570535472471,-2.80458813072748,-3.54570715550058
97,0.853129621770793,-0.0812946545965774,0.132755980135599,-0.302780119672517,0.199697366285672,1.66910782642592,0.0473927127701576,-0.71512787604444,1.17466366113702,-0.901038660033939,-0.00933560114545979,-0.263233585399938,0.406128657313982,1.26101792712492,1.9313709180363
98,-1.77127436942169,-1.84092221196266,0.515564846980883,1.79985726525013,0.0548169213207797,0.0989386841715443,-2.44469553407858,-0.687364573114954,-0.35723832709493,-1.59352778786404,-2.79431602912036,0.744391705135969,0.965733542505599,-1.38722480356408,-0.158251947169747
99,-3.66518699483097,-2.02988093112783,1.41125385567534,-0.093633293668,-1.18040427907765,-0.49100816365268,-1.64544729107864,0.208935555454524,-1.15358313618567,-4.50317267453689,-3.64472065627913,-1.56480845703037,-2.33219206429388,-2.26876383909836,-3.11507661808765
100,-1.64624520323176,0.795025905928149,0.525357175514272,-1.92528754892729,-1.5744173584778,1.0238410045919,-0.936433668168864,-0.979936948721899,-1.06979354042895,-1.50142764151087,-0.65279897477621,-3.00944381369115,-1.66787000156411,0.0760563318585038,-2.75262348785942
101,-0.409592867159625,-3.32436032415566,3.22475468494111,0.065669433853564,2.82672619515419,2.1180557726113,-0.514379114185408,0.93541906971152,1.69192490345499,-3.11685092028052,-3.22149836714382,-1.15773683688398,0.20196107240606,0.28362136348179,-0.390984891362771
102,0.400366590756694,0.613011627956947,-0.49268348495609,-0.993669600388049,-1.56299329784822,-0.187164344594974,1.9596271557973,0.731366788489472,1.7682727609408,0.485483972448165,0.415282695225661,-0.979633841362433,-0.604117751167262,-0.124265179049429,-1.60826717760529
